店名,住所,緯度,経度,点数,レビュー数,URL
川崎キッチン kawasaki kitchen,川崎市川崎区榎町1－18,35.5298559,139.70533980000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B7%9D%E5%B4%8E%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-kawasaki-kitchen/wAbrZsicR5-2cv4R1xpM1A
香港龍 Hong Kong Dragon,1 Chome-1-4 Sakuramoto Kawasaki-Ku Kawasaki-Shi Kanagawa-ken,35.519259999999996,139.71909399999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%A6%99%E6%B8%AF%E9%BE%8D-hong-kong-dragon/fO-bqmsFQyiUYq93S0iWVA
名菜厨房 やすや Meisaityubou Yasuya,川崎市幸区 神明町2-42 Kawasaki,35.53801869999999,139.6883605,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%8D%E8%8F%9C%E5%8E%A8%E6%88%BF-%E3%82%84%E3%81%99%E3%82%84-meisaityubou-yasuya/1hwhitVdSgqyXtjXwSCN_A
SAKURA,川崎区追分町１−19 Kawasaki  小宮ビル 1F,35.52110970000001,139.7129755,,,https://www.ubereats.com/jp/yokohama/food-delivery/sakura/SW9Rx_xSRJm2IBBC9kphfA
大連餃子 Dalian Dumpling,神奈川県川崎市幸区柳町1-4 Yokohama,35.53142800000001,139.6914743,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E9%80%A3%E9%A4%83%E5%AD%90-dalian-dumpling/_Abh12AFT3yPQJ98joiR1Q
激辛カレー Deep Red 鶴見店 Super Spicy Curry Deep Red TSURUMI,神奈川県横浜市鶴見区鶴見中央5-10-1 ヴィラハイツ鶴見1階,35.50517670000001,139.6776897,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%BF%80%E8%BE%9B%E3%82%AB%E3%83%AC%E3%83%BC-deep-red-%E9%B6%B4%E8%A6%8B%E5%BA%97-super-spicy-curry-deep-red-tsurumi/zu-uwEXaTwi6uORvr0ntGw
一夜BBQ ICHIYA B.B.Q,川崎市川崎区東田町10-30  K.Sビル101 Kawasaki,35.5277473,139.70254930000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E5%A4%9Cbbq-ichiya-bbq/qkaWHLgkQSeTM9p_uYsMng
チャ〜ボン 多福楼 川崎本店 Cya〜bon Tafukurou kawasaki,川崎区砂子２－７－９  宇田川ビル１・２Ｆ Kawasaki,35.528639,139.700633,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%81%E3%83%A3%E3%80%9C%E3%83%9B%E3%83%B3-%E5%A4%9A%E7%A6%8F%E6%A5%BC-%E5%B7%9D%E5%B4%8E%E6%9C%AC%E5%BA%97-cya%E3%80%9Cbon-tafukurou-kawasaki/gvO6EpMcSzeie7HyVIHI1w
龍盛菜館 Ryu Sei Sai kan,川崎区駅前本町１８－１ メルスサイトー １Ｆ Kawasaki,35.5327458,139.699733,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%BE%8D%E7%9B%9B%E8%8F%9C%E9%A4%A8-ryu-sei-sai-kan/-RkfLqi6ToOxg_JC-O5BDg
上海飯店 Shanghai Restaurant,1 Chome-4-17 Kaizuka Kawasaki-Ku Kawasaki-Shi Kanagawa-Ken  Japan,35.5254787,139.70076809999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%8A%E6%B5%B7%E9%A3%AF%E5%BA%97-shanghai-restaurant/KcY9Ysu9RqeNF7ARFiImyA
エベレストキッチン大島店 EVEREST KITCHEN,3 Chome-35-1 Ōshima Kawasaki-Ku Kawasaki-Shi Kanagawa-ken,35.5209208,139.7203331,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%83%98%E3%83%AC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E5%A4%A7%E5%B3%B6%E5%BA%97-everest-kitchen/dH-BWtvZTWeNpEHt0Kk_oA
エビン 鶴見区役所店 YABIN TSURUMI-KUYAKUSYO,4 Chome-32 Tsurumichuo Tsurumi Ward Yokohama Kanagawa Prefecture,35.50873,139.68096699999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%83%92%E3%83%B3-%E9%B6%B4%E8%A6%8B%E5%8C%BA%E5%BD%B9%E6%89%80%E5%BA%97-yabin-tsurumi-kuyakusyo/UGcDTOcGRc6rez82cQcF9g
一夜カレー ICHIYA CURRY,川崎市川崎区東田町10-30  K.Sビル101 Kawasaki,35.5277473,139.70254930000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E5%A4%9C%E3%82%AB%E3%83%AC%E3%83%BC-ichiya-curry/3o3OSEx5R3Kuy561YpwJCg
小麦屋 うぃーと Komugiya Wi-to,川崎市川崎区東田町6-23 セリジンビルⅡ 1階 Kanagawa,35.5296975,139.7028564,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B0%8F%E9%BA%A6%E5%B1%8B-%E3%81%86%E3%81%83%E3%83%BC%E3%81%A8-komugiya-wi-to/icPLhNCnTYGGf6FxsKPL7g
中華料理 華景園 Kakeien,Kawasaki-Ku Ogawachō 13 1F Kawasaki-Shi Kanagawa-ken,35.527721,139.698576,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86-%E8%8F%AF%E6%99%AF%E5%9C%92-kakeien/xbogjnMQTR6azPhNoj0fOA
一夜キッチン ICHIYA Kitchen,川崎市川崎区東田町10-30 K.Sビル101 Kawasaki,35.5277473,139.70254930000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E5%A4%9C%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-ichiya-kitchen/8_n2r0nVRq6U45NEkBY4gQ
歓迎 川崎店 Chinese Food Kangei Kawasaki,川崎市川崎区駅前本町20-11 本町ビル Kawasaki,35.5331729,139.7002469,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%AD%93%E8%BF%8E-%E5%B7%9D%E5%B4%8E%E5%BA%97-chinese-food-kangei-kawasaki/8r6VTTFoS2i9CodnRgM0iQ
キッチン アキゾノ AKIZONO kitchen,川崎市川崎区貝塚1-3-20 ラポール貝塚1階 Yokohama,35.5260977,139.70205369999996,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%82%A2%E3%82%AD%E3%82%BD%E3%83%8E-akizono-kitchen/bgKTdRB_Qz61bOCv4Mo14w
大世界 Daisekai,川崎市川崎区砂子2-7-5  新和ビル 6階 Saitama,35.5283662,139.700547,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E4%B8%96%E7%95%8C-daisekai/yuMJFKKWQreviAN5E-kzeg
東京2020丼 tokyo2020don,10-30 Higashidachō Kawasaki-Ku Kawasaki Kanagawa  Japan K.Sビル1F,35.5277473,139.70254930000002,3.7,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%B1%E4%BA%AC2020%E4%B8%BC-tokyo2020don/MCESYpqOQXCb7TnImFIIvw
タイレストラン サバイ・タイタイ Thai Restaurant Sabai Thai Thai,川崎市川崎区 東田町3-4 タカギビル12ー4階 Kawasaki,35.528887,139.701526,4.1,29.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B5%E3%83%8F%E3%82%A4%E3%83%BB%E3%82%BF%E3%82%A4%E3%82%BF%E3%82%A4-thai-restaurant-sabai-thai-thai/M2_8iYCjSBKhWLKggncQYQ
イサーン酒場 Esan Skabar,Higashidacho Kawasaki Kanagawa Prefecture,35.52921,139.703742,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%82%B5%E3%83%BC%E3%83%B3%E9%85%92%E5%A0%B4-esan-skabar/yIHbEk6xQHyVO1LtqCbU8w
SABOTEN仲見世通り店 SABOTENnakamisedooriten,神奈川県 川崎市 川崎区 砂子 2-9-11 あさひビル 4F Kawasaki,35.528686799999996,139.70115049999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/saboten%E4%BB%B2%E8%A6%8B%E4%B8%96%E9%80%9A%E3%82%8A%E5%BA%97-sabotennakamisedooriten/ISTOFPf6SAmC_MFGIgLu5A
一夜ケバブ ICHIYA KEBAB,川崎市川崎区東田町10-30  K.Sビル101 Kawasaki,35.5277473,139.70254930000002,3.5,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E5%A4%9C%E3%82%B1%E3%83%8F%E3%83%95-ichiya-kebab/86xys50HSHC7mPqcYral1g
すき家 鶴見市場駅前店 Sukiya Tsurumi Ichiba-Ekimae,横浜市鶴見区市場大和町8-8 戸川ﾋﾞﾙ1f,35.51818830000001,139.6870362,4.5,17.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E9%B6%B4%E8%A6%8B%E5%B8%82%E5%A0%B4%E9%A7%85%E5%89%8D%E5%BA%97-sukiya-tsurumi-ichiba-ekimae/FgzWvE0kQpq17ZpzBzeDSA
デニーズ 川崎追分 Denny's KAWASAKIOIWAKE,神奈川県川崎市川崎区大島１－３１－１,35.52247620000001,139.71247549999998,4.2,88.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E5%B7%9D%E5%B4%8E%E8%BF%BD%E5%88%86-dennys-kawasakioiwake/no_A5r_YRBa3Gvo1ha_p7Q
松屋 川崎西口店 Matsuya Kawasakinishiguchi,神奈川県川崎市幸区大宮町5-1,35.531417,139.693224,4.4,93.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E5%B7%9D%E5%B4%8E%E9%8A%80%E5%BA%A7%E8%A1%97%E5%BA%97-matsuya-kawasakiginzagaiten/s0NpXhMWSeK8RjrDHZfoEg
松屋 鶴見東口店  Matsuya Tsurumi Higashiguchi,神奈川県横浜市鶴見区鶴見中央1-3-3,35.5082843,139.677654,4.3,154.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E9%B6%B4%E8%A6%8B%E6%9D%B1%E5%8F%A3%E5%BA%97-matsuya-tsurumi-higashiguchi/tRx0DydjTba446Wzs_1CIQ
すき家 川崎藤崎店 Sukiya Kawasaki-Fujisaki,川崎市川崎区藤崎4-19-3,35.5245398,139.7226384,4.5,75.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E5%B7%9D%E5%B4%8E%E8%97%A4%E5%B4%8E%E5%BA%97-sukiya-kawasaki-fujisaki/yBS_nwCNTYyQKU0YJNF8FA
壱角家 京急川崎 Ichikakuya Keikyu Kawasaki,神奈川県川崎市川崎区砂子1-2-20 共楽園ﾋﾞﾙ1F Kanagawa,35.53156060000001,139.7013409,3.9,25.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A3%B1%E8%A7%92%E5%AE%B6-%E4%BA%AC%E6%80%A5%E5%B7%9D%E5%B4%8E-ichikakuya-keikyu-kawasaki/WJVbyLmGSgSRCMpiYEq5OQ
吉野家 川崎店 Yoshinoya KAWASAKI,神奈川県川崎市川崎区砂子１－１－８,35.531339,139.7008485,4.5,50.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E5%B7%9D%E5%B4%8E%E5%BA%97-yoshinoya-kawasaki/fTm364uwQ_OFS-l8qj1JHw
ケンタッキーフライドチキン 川崎銀柳街店 Kentucky Fried Chicken KawasakiGinryugai,神奈川県川崎市川崎区砂子２−２−１ 薄井ビル,35.529497,139.699444,4.6,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E5%B7%9D%E5%B4%8E%E9%8A%80%E6%9F%B3%E8%A1%97%E5%BA%97-kentucky-fried-chicken-kawasakiginryugai/PTE6rCqdQueZuaeawcwEpQ
がっつり丼ぶり 丼ちゃん Gattsuri Donburi Donchan,川崎区砂子２－９－１１ あさひビル１F（香楽園）,35.52866915044861,139.70111874470672,3.8,11.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%81%A3%E3%81%A4%E3%82%8A%E4%B8%BC%E3%81%B5%E3%82%8A-%E4%B8%BC%E3%81%A1%E3%82%83%E3%82%93-gattsuri-donburi-donchan/151TKmBGQ9GdbvdDZlkQrQ
台北飯店 Taipeihanten,Japan 〒 Kanagawa-Ken Kawasaki-Shi Kawasaki-Ku Ogawachō 川崎市川崎区 14−16 小川町ビル 2f,35.527747,139.699348,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8F%B0%E5%8C%97%E9%A3%AF%E5%BA%97-taipeihanten/KoAWXzunSN6l43i9zYAf0g
ラスミ Laxmi,川崎区池田１－１４－４ 八丁畷ショッピンセンター １Ｆ Kawasaki,35.522821,139.69188630000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A9%E3%82%B9%E3%83%9F-laxmi/zjpr46j4TwGfD5GCJm6nSA
陳四海 Chin Shikai,川崎区宮前町２－３ Kawasaki,35.5282316,139.703936,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%99%B3%E5%9B%9B%E6%B5%B7-chin-shikai/2P35MHURRNGv2klwCwzWSA
カレーナロンキッチン - 矢向 Curry Nalon Kitchen - Yakou,Yakō 6 Chome−12 矢向6-12 ナロン 横浜市鶴見区 神奈川県,35.539287,139.678304,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8A%E3%83%AD%E3%83%B3%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E7%9F%A2%E5%90%91-curry-nalon-kitchen-yakou/RV_-nHQMT5aS404HJd8B9Q
福よし 鶴見 Fukuyoshi Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A6%8F%E3%82%88%E3%81%97-%E9%B6%B4%E8%A6%8B-fukuyoshi-tsurumi/YSoy43BCToi3CjfYzRx8Uw
ジョナサン 川崎柳町店 Jonathan's Kawasaki Yanagicho,神奈川県川崎市幸区柳町３－１,35.53140300000001,139.690305,4.4,26.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E5%B7%9D%E5%B4%8E%E6%9F%B3%E7%94%BA%E5%BA%97-jonathans-kawasaki-yanagicho/1hd5TZ99TH6TCU0bwe7fXg
スラッシュ川崎 / slash kawasaki,2-9-7 砂子 川崎区 川崎市 神奈川県  日本 Slash/Kawasaki,35.52895200000001,139.701286,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5%E5%B7%9D%E5%B4%8E-slash-kawasaki/52l11CDgQp66xUpugHRAZA
中華食堂一番館 川崎店 Chinese restaurant Ichibankan,神奈川県 川崎市 川崎区砂子2-1-12 TC第19ビル 1F2F Kawasaki,35.5290706,139.6992543,4.1,24.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E9%A3%9F%E5%A0%82%E4%B8%80%E7%95%AA%E9%A4%A8-%E5%B7%9D%E5%B4%8E%E5%BA%97-chinese-restaurant-ichibankan/AAKzDStkQLu86X-5wR2gUA
タージドリンクバー TAJ Drink Bar,鶴見区栄町通１－１０－１５  盛田ビル２Ｆ Yokohama,35.5070183,139.6926575,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%83%BC%E3%82%B7%E3%83%88%E3%83%AA%E3%83%B3%E3%82%AF%E3%83%8F%E3%83%BC-taj-drink-bar/P9gjMVhNR_2HY1xpun_tzA
手羽先 BonBon tebasaki bonbon,神奈川県川崎市川崎区宮本町6-8 須田ビル 101 Kanagawa,35.53086279999999,139.7040811,4.1,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%89%8B%E7%BE%BD%E5%85%88-bonbon-tebasaki-bonbon/I3pQzRlnRRORae9zQy9k4g
ファミリーキッチン Family Kitchen,Yakō 6 Chome−12−3 Yokohama-Shi Kanagawa-ken,35.53925200000001,139.678276,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-family-kitchen/TE3lJGHoStSw2sBYLy8q5g
華屋与兵衛 鶴見市場 Hanayayohei Tsurumiichiba,横浜市鶴見区菅沢町7-11 Kanagawa,35.51489779999999,139.68705880000002,4.7,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%8F%AF%E5%B1%8B%E4%B8%8E%E5%85%B5%E8%A1%9B-%E9%B6%B4%E8%A6%8B%E5%B8%82%E5%A0%B4-hanayayohei-tsurumiichiba/MfBrqmWmRZCpUNSowMzE8Q
エリックカレー川崎 erick curry KAWASAKI,Saiwai-Ku Horikawachō 東館1F Kawasaki-Shi Kanagawa-ken,35.535327,139.699729,4.7,42.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF%E3%82%AB%E3%83%AC%E3%83%BC%E5%B7%9D%E5%B4%8E-erick-curry-kawasaki/3mkNkZshSZWjPiV6SODTtQ
Asian kitchen Shree Ganesh,神奈川県 川崎市 幸区 幸町 3-402,35.539125967906585,139.69734989377824,4.2,16.0,https://www.ubereats.com/jp/yokohama/food-delivery/asian-kitchen-shree-ganesh/SkcAs_ZeRTWgXxsGvwOAZg
中華料理 福源 仲通り店 Chinese Restaurant Fukugen Naka-dori,1 Chome-54-9 Nakadōri Tsurumi-Ku Yokohama-Shi Kanagawa-Ken  Japan,35.5015435,139.6867006,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86-%E7%A6%8F%E6%BA%90-%E4%BB%B2%E9%80%9A%E3%82%8A%E5%BA%97-chinese-restaurant-fukugen-naka-dori/TPysJ1fQSYuh357336Sz4w
定食の明治屋 京急鶴見店 Meijiya KEIKYU-TSURUMI,神奈川県横浜市鶴見区鶴見中央5-10-1 ｳﾞｨﾗﾊｲﾂ鶴見1階,35.50517670000001,139.6776897,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%AE%9A%E9%A3%9F%E3%81%AE%E6%98%8E%E6%B2%BB%E5%B1%8B-%E4%BA%AC%E6%80%A5%E9%B6%B4%E8%A6%8B%E5%BA%97-meijiya-keikyu-tsurumi/a-h9wASZQOeIv-Tlp_vQXg
サTOMATOステ 鈴木町店 Sawadee Namaste Suzukicho,Kawasaki-Ku Asahichō 2 Chome−22 Kawasaki-Shi Kanagawa-ken,35.531842,139.718669,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%AF%E3%83%86%E3%82%A3%E3%83%BC%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86-%E9%88%B4%E6%9C%A8%E7%94%BA%E5%BA%97-sawadee-namaste-suzukicho/cPKcSwy6QRquQ87uB-ebsw
定食 はかTOMATO亭 京急鶴見店 Hakatatei KEIKYU-TSURUMI,神奈川県横浜市鶴見区鶴見中央5-10-1 ｳﾞｨﾗﾊｲﾂ鶴見1階,35.50517670000001,139.6776897,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%AE%9A%E9%A3%9F-%E3%81%AF%E3%81%8B%E3%81%9F%E4%BA%AD-%E4%BA%AC%E6%80%A5%E9%B6%B4%E8%A6%8B%E5%BA%97-hakatatei-keikyu-tsurumi/3QlyiGb9RBqSxSj7GsXCHw
中華料理 福源 鶴見中央店 Chinese Restaurant Fukugen Tsurumi-chuo,Japan 〒 神奈川県横浜市鶴見区tsurumi-Ku Tsurumichūō 4 Chome−31 鶴見中央４丁目３１-16,35.50871259999999,139.6806488,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86-%E7%A6%8F%E6%BA%90-%E9%B6%B4%E8%A6%8B%E4%B8%AD%E5%A4%AE%E5%BA%97-chinese-restaurant-fukugen-tsurumi-chuo/tzIYCxX6SLOKkvZLWX_zAw
タージマハル ＴＡＪＭＡＨＡＬ,鶴見区栄町通１－１０－１５ 盛田ビル２Ｆ Yokohama,35.5070183,139.6926575,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%83%BC%E3%82%B7%E3%83%9E%E3%83%8F%E3%83%AB-tajmahal/bb7dcIkIS8OvRHW0Apv-dQ
ローストビーフ野郎 Roast Beef Yaro,Yakō 6 Chome−12−3 Yokohama-Shi Kanagawa-ken,35.53925200000001,139.678276,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AD%E3%83%BC%E3%82%B9%E3%83%88%E3%83%92%E3%83%BC%E3%83%95%E9%87%8E%E9%83%8E-roast-beef-yaro/T0Q0SKbeS5G95D-44FeQog
ファーストキッチン 川崎店 First Kitchen Kawasaki,神奈川県川崎市川崎区砂子２－４－１,35.5302253,139.7001291,4.4,211.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E5%B7%9D%E5%B4%8E%E5%BA%97-first-kitchen-kawasaki/mpCuwKPoQMeqnKeS13qnPw
から将 鶴見 Karamasa Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,4.0,11.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E5%B0%86-%E9%B6%B4%E8%A6%8B-karamasa-tsurumi/s9n4vUmrRJKXdrMzbb67Vg
ガスト 川崎駅前本町店 Gusto  Kawasaki Ekimae Honmachi,神奈川県川崎市川崎区駅前本町２－１７ 川崎ＭＣビル３Ｆ,35.529389,139.698859,4.3,42.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%A7%85%E5%89%8D%E6%9C%AC%E7%94%BA%E5%BA%97-gusto-kawasaki-ekimae-honmachi/bNRE5skcSRazlNL36tvHgA
グリルコーナー Grill Corner,6 Chome-12-3 Yakō Tsurumi-Ku Yokohama-Shi Kanagawa-ken,35.539274,139.678278,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%AA%E3%83%AB%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC-grill-corner/C8yEV--ER32c8mITW6F4hA
ムキヤキッチン Mukiya kitchen,川崎区藤崎4-18-18 ライオンズマンション 1F Yokohama,35.5249009,139.7234106,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A0%E3%82%AD%E3%83%A4%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-mukiya-kitchen/Hmcy3QrNSpWX4LI1DFVpDQ
港の洋食屋 キッチン芝浦 鶴見 Kitchinshibaura Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,4.6,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%B8%AF%E3%81%AE%E6%B4%8B%E9%A3%9F%E5%B1%8B-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E8%8A%9D%E6%B5%A6-%E9%B6%B4%E8%A6%8B-kitchinshibaura-tsurumi/EB-rAd_7TMqtwkAQC83sBQ
中華 スタミナ弁当屋さん Chinese Stamina Bento,川崎区砂子２－６－４ ニッセイ第４ビル１Ｆ Kawasaki,35.5292601,139.69992050000002,4.6,75.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF-%E3%82%B9%E3%82%BF%E3%83%9F%E3%83%8A%E5%BC%81%E5%BD%93%E5%B1%8B%E3%81%95%E3%82%93-chinese-stamina-bento/u2wkzem1TDOxUkbw85hBHQ
Sガスト 川崎新川通り店 S Gusto Kawasaki Shinkawa-Dori,神奈川県川崎市川崎区小川町１４－１,35.52828789999999,139.6995635,4.4,90.0,https://www.ubereats.com/jp/yokohama/food-delivery/s%E3%82%AB%E3%82%B9%E3%83%88-%E5%B7%9D%E5%B4%8E%E6%96%B0%E5%B7%9D%E9%80%9A%E3%82%8A%E5%BA%97-s-gusto-kawasaki-shinkawa-dori/F4mB5KEoQoWMKQwzBgWN7g
博多名物 元祖肉肉うどん 鶴見 Ganso Nikuniku Udon Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E5%90%8D%E7%89%A9-%E5%85%83%E7%A5%96%E8%82%89%E8%82%89%E3%81%86%E3%81%A8%E3%82%93-%E9%B6%B4%E8%A6%8B-ganso-nikuniku-udon-tsurumi/SJvEJxgvSEeR7EPBTVf_mw
タイキッチン Taikitchen,Higashidachō Kawasaki-Ku Kawasaki-Shi Kanagawa-ken,35.529639,139.70198200000002,4.5,184.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-taikitchen/cpGzv5vuSaaRBm4czVk59A
福一うどん製作所 京急鶴見店 Fukuichi Udon KEIKYU-TSURUMI,神奈川県横浜市鶴見区鶴見中央5-10-1 ヴィラハイツ鶴見1階,35.505142600000006,139.6776981,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A6%8F%E4%B8%80%E3%81%86%E3%81%A8%E3%82%93%E8%A3%BD%E4%BD%9C%E6%89%80-%E4%BA%AC%E6%80%A5%E9%B6%B4%E8%A6%8B%E5%BA%97-fukuichi-udon-keikyu-tsurumi/uJ0CiKocS3CBUq7lgEPU7A
迎賓 GEIHIN,神奈川県川崎市川崎区日進16-1 ホテルタ-トルヒルズ1F Kanagawa,35.525954,139.695143,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%BF%8E%E8%B3%93-geihin/EwQtpt23TqqG5EzH6pI52w
香港 龍 honkon ryu,川崎市川崎区桜本1-1-4 Yokohama,35.5192757,139.7191139,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%A6%99%E6%B8%AF-%E9%BE%8D-honkon-ryu/vwJzCKofQpeU04u0n8NLPw
肉吸い専門 大正屋 京急鶴見店 Taishoya KEIKYU-TSURUMI,神奈川県横浜市鶴見区鶴見中央5-10-1 ｳﾞｨﾗﾊｲﾂ鶴見1階,35.50517670000001,139.6776897,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%82%89%E5%90%B8%E3%81%84%E5%B0%82%E9%96%80-%E5%A4%A7%E6%AD%A3%E5%B1%8B-%E4%BA%AC%E6%80%A5%E9%B6%B4%E8%A6%8B%E5%BA%97-taishoya-keikyu-tsurumi/SRUMsvNCRWWwL_MGwFsXWA
若人 WAKODO,神奈川県 川崎市 川崎区 小川町18-16 １F Yokohama,35.526185999999996,139.6968611,4.6,19.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%8B%A5%E4%BA%BA-wakodo/xK-QaaurTSKXT4hcTJMnTw
