店名,住所,緯度,経度,点数,レビュー数,URL
ナポリの窯 元住吉店 Naporinokama Motosumiyoshi,神奈川県川崎市中原区井田中ﾉ町41-6 Kanagawa,35.563486299999994,139.6448727,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-naporinokama-motosumiyoshi/8sTOD0idRyuv1cIo0Yh_fA
ジョナサン 川崎千年店 Jonathan's Kawasaki Chitose,神奈川県川崎市高津区千年６６１－１,35.5774655,139.62697849999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E5%B7%9D%E5%B4%8E%E5%8D%83%E5%B9%B4%E5%BA%97-jonathans-kawasaki-chitose/zhsHMZBnRYqcWRCWD6FVVQ
サーティワン アイスクリーム 武蔵中原マルエツ店 31 IceCream Musashinakahara Maruetsu,神奈川県川崎市中原区下小田中１ー２８ー１,35.5792816,139.639078,4.7,43.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%AF%E3%83%B3-%E3%82%A2%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E3%83%9E%E3%83%AB%E3%82%A8%E3%83%84%E5%BA%97-31-icecream-musashinakahara-maruetsu/Ou3sTH0BQOuWiph99860kA
タイ料理専門店ヒマラヤ 綱島店 Thaii Food Restaurant HIMARAYA Tsunashima,港北区綱島西1-6-17 2F Yokohama,35.5369506,139.6342755,4.3,119.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E6%96%99%E7%90%86%E5%B0%82%E9%96%80%E5%BA%97%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-%E7%B6%B1%E5%B3%B6%E5%BA%97-thaii-food-restaurant-himaraya-tsunashima/-APghoz5REWF8pOgAIdyrw
牡蠣とワインと魚と肉と。元住吉にて oyster &amp; wine &amp; fish &amp; meat to motosumiyoshi,神奈川県川崎市中原区木月2-5-12 Kanagawa,35.5646216,139.6550337,4.5,20.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%A1%E8%A0%A3%E3%81%A8%E3%83%AF%E3%82%A4%E3%83%B3%E3%81%A8%E9%AD%9A%E3%81%A8%E8%82%89%E3%81%A8%E3%80%82%E5%85%83%E4%BD%8F%E5%90%89%E3%81%AB%E3%81%A6-oyster-%26-wine-%26-fish-%26-meat-to-motosumiyoshi/Tsn5VGiPQp6-l3aKArls5A
（ハラル）インド・パキスタン料理専門店 パンジャビ ダバ （HALAL） Indian&amp;PakistanRestaurant Punjabi Dhaba,川崎市中原区 小杉町1-519 田原ビル1F Kawasaki,35.579097,139.659222,4.7,112.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%A9%E3%83%AB%E3%82%A4%E3%83%B3%E3%83%88%E3%83%BB%E3%83%8F%E3%82%AD%E3%82%B9%E3%82%BF%E3%83%B3%E6%96%99%E7%90%86%E5%B0%82%E9%96%80%E5%BA%97-%E3%83%8F%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%92-%E3%82%BF%E3%83%8F-halal-indian%26pakistanrestaurant-punjabi-dhaba/c5p_3_StTYiVuKxddl_K6A
ニューナマステヒール向河原店 New Namaste Himal,川崎市中原区 下沼部1759  山本向河原第2ビル1F 2F Kawasaki,35.5732716,139.66768080000003,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86%E3%83%92%E3%83%BC%E3%83%AB%E5%90%91%E6%B2%B3%E5%8E%9F%E5%BA%97-new-namaste-himal/F_L_ixPlTUG8h70PiKSe-A
韓国熟成焼肉 コギヤ 平間 Koreanagedyakiniku Kogia Hirama,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.5596316,139.6754851,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%9F%93%E5%9B%BD%E7%86%9F%E6%88%90%E7%84%BC%E8%82%89-%E3%82%B3%E3%82%AD%E3%83%A4-%E5%B9%B3%E9%96%93-koreanagedyakiniku-kogia-hirama/cRpOHsn-TvK8oGbpOovEhw
ジョリーパスタ 武蔵小杉店 Jolly Pasta Musashi Kosugi,神奈川県川崎市中原区宮内4-30-10 Kanagawa,35.5859378,139.64321130000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%AA%E3%83%BC%E3%83%8F%E3%82%B9%E3%82%BF-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-jolly-pasta-musashi-kosugi/ParVoJgfQ2enwzYznD3laA
パンジャビバーベキュー Punjabi BBQ,3-70-4 Kosugi-Tyo Nakahara-Ku Kawasaki-Shi Kanagawa,35.572958,139.65679440000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%92%E3%83%8F%E3%83%BC%E3%83%98%E3%82%AD%E3%83%A5%E3%83%BC-punjabi-bbq/OTZ6Gj2JStOw4FrpxZudkQ
長崎ちゃんぽん リンガーハット 川崎野川店 Ringer Hut KAWASAKI-NOGAWA,神奈川県川崎市高津区野川２１８５,35.5687082,139.6155708,4.5,143.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%95%B7%E5%B4%8E%E3%81%A1%E3%82%83%E3%82%93%E3%81%BB%E3%82%93-%E3%83%AA%E3%83%B3%E3%82%AB%E3%83%BC%E3%83%8F%E3%83%83%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%87%8E%E5%B7%9D%E5%BA%97-ringer-hut-kawasaki-nogawa/opS5_RiqSIWwx9CPJykNLQ
くし家 串猿 武蔵小杉店 Kushiya KUSHIZARU Musashikosugi,Nakahara-Ku Shinmarukohigashi 2 Chome−2−９０７−2 Kawasaki-Shi Kanagawa-ken,35.57735200000001,139.66071200000002,4.8,40.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8F%E3%81%97%E5%AE%B6-%E4%B8%B2%E7%8C%BF-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-kushiya-kushizaru-musashikosugi/rh4uK_5bSlOe7IyHooZ54Q
サーティワン アイスクリーム 元住吉ブレーメン通り店 31 IceCream Motosumiyoshi Bremen-dori,神奈川県川崎市中原区木月３ー６ー２３,35.56546510000001,139.6506534,4.8,77.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%AF%E3%83%B3-%E3%82%A2%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E5%85%83%E4%BD%8F%E5%90%89%E3%83%95%E3%83%AC%E3%83%BC%E3%83%A1%E3%83%B3%E9%80%9A%E3%82%8A%E5%BA%97-31-icecream-motosumiyoshi-bremen-dori/61mzZfTRS6W0eqnrKPc-0w
ジョナサン 武蔵新城店 Jonathan's Musashi Shinjo,神奈川県川崎市中原区上新城２丁目１１－１０,35.58761939999999,139.6287887,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-jonathans-musashi-shinjo/BzCaAhBGSGOmce_s-k2MDQ
ココス 日吉 COCO'S Hiyoshi,横浜市港北区日吉7-13-7 Kanagawa,35.5460677,139.6515998,4.4,82.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B3%E3%82%B3%E3%82%B9-%E6%97%A5%E5%90%89-cocos-hiyoshi/WfKY7mpPTmCgkzVMVy41DQ
ケンタッキーフライドチキン 鹿島田店 Kentucky Fried Chicken Kashimada,神奈川県川崎市幸区下平間２２３,35.551722,139.680925,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-kentucky-fried-chicken-kashimada/ujgCbAAFTD2ozhO7Ly6gAg
ロッコマン 日吉店 ROCCOMAN Hiyoshi,1 Chome-2-11 Hiyoshihonchō Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.55408900000001,139.64606899999998,4.3,56.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AD%E3%83%83%E3%82%B3%E3%83%9E%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-roccoman-hiyoshi/kA9W3LXVRzGZTmsrFuK4kw
粥や佐藤 kayuya Sato,川崎市中原区小杉町3-442-3  都月ビル 2F Tokyo,35.5733771,139.6582369,4.6,124.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%B2%A5%E3%82%84%E4%BD%90%E8%97%A4-kayuya-sato/fWBq4BLhSp6S0eTpU3ua9g
頂 丼丸 Itadaki Donmaru,神奈川県 川崎市 中原区 下小田中 1-5-25 Kanagawa,35.58111820000001,139.6398493,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%A0%82-%E4%B8%BC%E4%B8%B8-itadaki-donmaru/TtbJFAFKSwOhdiZE8oRxEA
ジョナサン 武蔵中原店 Jonathan's Musashi Nakahara,神奈川県川崎市中原区上小田中６丁目２１－１４,35.5805426,139.6423767,4.3,47.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-jonathans-musashi-nakahara/9u5KHMo0SR6A93MJrcNUoQ
CONA元住吉店 CONA MOTOSUMIYOSHI,神奈川県川崎市中原区木月2-5-14 KMGビルB画 Tokyo,35.5645736,139.6548094,,,https://www.ubereats.com/jp/yokohama/food-delivery/cona%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-cona-motosumiyoshi/Z0uV-pl0QZe7r8IHy8yXPA
ビッグボーイ 川崎等々力 BigBoy Kawasakitodoroki,神奈川県川崎市中原区宮内4丁目7-12 Kanagawa,35.5843471,139.64619309999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%83%E3%82%AF%E3%83%9B%E3%83%BC%E3%82%A4-%E5%B7%9D%E5%B4%8E%E7%AD%89%E3%80%85%E5%8A%9B-bigboy-kawasakitodoroki/IA_Ki0-dQWe5SrytViO61A
ぽんぽこ本°舗 PonpokoPonpo,2 Chome-36-13 Minamikase Saiwai-Ku Kawasaki-Shi Kanagawa-ken,35.5459958,139.6604461,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%BB%E3%82%93%E3%81%BB%E3%81%93%E6%9C%AC%E8%88%97-ponpokoponpo/hsn3D7NwTzGiHtgGVZgTsQ
Sガスト 日吉店 S Gusto Hiyoshi,神奈川県横浜市港北区日吉本町１丁目３－２,35.5538196,139.645447,,,https://www.ubereats.com/jp/yokohama/food-delivery/s%E3%82%AB%E3%82%B9%E3%83%88-%E6%97%A5%E5%90%89%E5%BA%97-s-gusto-hiyoshi/0oBTOBHIQMuKPNGB0z1stQ
吉野家 子母口店 Yoshinoya SHIBOKUCHI,神奈川県川崎市高津区子母口521-2,35.5712164,139.6331866,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-yoshinoya-shibokuchi/l1RZOK-jSQWSzsemEZ8Ptw
キッチンオリジン 平間 Kitchen Origin Hirama,神奈川県川崎市中原区田尻町21-1 Kanagawa,35.5608455,139.6713409,4.5,27.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B9%B3%E9%96%93-kitchen-origin-hirama/AUQbQv6WRBOTc5PXwSoRIw
Organic Deli. Katayama,川崎市幸区 古市場1-34 Kawasaki,35.55305939999999,139.68305159999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/organic-deli-katayama/gEuIADgaS8Cv1mmtRGzYPw
イルヴェント IL VENTO,Nakahara-Ku Kosugimachi ３丁目 Kawasaki-Shi Kanagawa-ken,35.574423,139.65615,4.5,170.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%AB%E3%82%A6%E3%82%A7%E3%83%B3%E3%83%88-il-vento/zS3-MnxQR8WA6Xrey-TP2Q
はま寿司 日吉店 Hamazushi Hiyoshi,神奈川県川崎市中原区木月四丁目31番7号 リンコー日吉ビル1階,35.5590088,139.6517927,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AF%E3%81%BE%E5%AF%BF%E5%8F%B8-%E6%97%A5%E5%90%89%E5%BA%97-hamazushi-hiyoshi/isH66YsOSjmblAQ6VQWGng
吉野家 日吉駅前店 Yoshinoya HIYOSHI-EKIMAE,神奈川県横浜市港北区日吉本町1-22-10,35.5531058,139.64622769999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E6%97%A5%E5%90%89%E9%A7%85%E5%89%8D%E5%BA%97-yoshinoya-hiyoshi-ekimae/T74mbAPKS3ytNRS55MhbQQ
ガスト 綱島店 Gusto Tsunashima,神奈川県横浜市港北区綱島東１丁目１－６ ２階,35.53700590000001,139.6353014,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E7%B6%B1%E5%B3%B6%E5%BA%97-gusto-tsunashima/yi4Z-y9GRwau2zkoCDUx8w
デニーズ 高津店 Denny's TAKATSU,神奈川県川崎市高津区二子４－８－２,35.602261799999994,139.6189584,4.6,173.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E9%AB%98%E6%B4%A5%E5%BA%97-dennys-takatsu/LkdIwGPRRW-UokIVbd_UuA
万豚記ビーンズ武蔵中原 wanzhuji Bīnzu Musashinakahara,川崎市中原区上小田中4-2-1 ビ-ンズ武蔵中原1F Kanagawa,35.5813758,139.6409824,4.6,317.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%87%E8%B1%9A%E8%A8%98%E3%83%92%E3%83%BC%E3%83%B3%E3%82%B9%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F-wanzhuji-binzu-musashinakahara/u2b7_gMNRPuhd8MYLdTqrg
ベッカーズ 武蔵小杉店 Becker's Musashi-Kosugi,神奈川県川崎市中原区小杉町3-492 JR武蔵小杉駅改札外 北口ロータリー,35.57678097863471,139.6591589919707,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%98%E3%83%83%E3%82%AB%E3%83%BC%E3%82%B9-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-beckers-musashi-kosugi/nqWm8MVYSpWJXQv1omaihQ
ガスト 野川店 Gusto Nogawa,神奈川県川崎市宮前区野川１２３３,35.5726885,139.6147273,4.5,70.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E9%87%8E%E5%B7%9D%E5%BA%97-gusto-nogawa/LBuDcES1TRaNZlarMciPag
ガスト 南加瀬店 Gusto Minami Kase,神奈川県川崎市幸区南加瀬２丁目７－１８,35.5497285,139.659385,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-gusto-minami-kase/dQBgmN-kQqqLvvQrybSLVg
ピザハット 木月店 Pizza Hut KIZUKI,神奈川県川崎市中原区木月４−５−３,35.56002739636271,139.6543500125282,4.6,220.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E6%9C%A8%E6%9C%88%E5%BA%97-pizza-hut-kizuki/csHBBeVVT1SVxqWZ-IQXVQ
デニーズ 武蔵小杉店 Denny's MUSASHI-KOSUGI,神奈川県川崎市中原区新丸子東２－８８５,35.5790206,139.6635248,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-dennys-musashi-kosugi/HZ38aBt6Q7i40am1CYt1sw
かっぱ寿司  川崎市ノ坪店 Kappa Sushi Kawasaki Ichinotsubo,581 Ichinotsubo Nakahara-Ku Kawasaki Kanagawa  Japan,35.56157349999999,139.6688569,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%81%A3%E3%81%AF%E5%AF%BF%E5%8F%B8-%E5%B7%9D%E5%B4%8E%E5%B8%82%E3%83%8E%E5%9D%AA%E5%BA%97-kappa-sushi-kawasaki-ichinotsubo/PvsIj2-4QimqT8844frQBw
ファーストキッチン 日吉店 First Kitchen HIYOSHI,神奈川県横浜市港北区日吉本町１－１－６ HIKARUビル１F,35.5537686,139.64621,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-first-kitchen-hiyoshi/4ZftmrSsSgSorVm9GFC0GA
キッチンオリジン 元住吉店 Kitchen Origin Motosumiyoshi,神奈川県川崎市中原区木月住吉町8-6 Kanagawa,35.5663919,139.6573855,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-kitchen-origin-motosumiyoshi/BeNUmH-2QdieCsMXZw1c4Q
麺場ハマトラ 日吉店 Menba Hamatora Hiyoshi,Hamatora Hiyoshi Shop 1F Kōhoku-Ku Kanagawa-ken,35.555392,139.645156,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%BA%BA%E5%A0%B4%E3%83%8F%E3%83%9E%E3%83%88%E3%83%A9-%E6%97%A5%E5%90%89%E5%BA%97-menba-hamatora-hiyoshi/xWz9GycQS92vdDKJRwxSmQ
すき家 高津野川店 Sukiya Takaduno-Gawa,50 Chitose Takatsu-Ku Kawasaki Kanagawa  Japan,35.57225269496751,139.6225910005731,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E9%AB%98%E6%B4%A5%E9%87%8E%E5%B7%9D%E5%BA%97-sukiya-takaduno-gawa/3uj3mgnGTBaIyZ-fsTpCog
牛タン圭助 武蔵小杉 Gyutan Keisuke MUSASHIKOSUGI,神奈川県川崎市中原区小杉町3-430-1,35.57435200000001,139.65854,4.4,330.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%82%BF%E3%83%B3%E5%9C%AD%E5%8A%A9-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89-gyutan-keisuke-musashikosugi/lVAPMJMkRiGoMySlG0E90Q
丼丸 元住吉  Bay Donmaru Motosumiyoshi,神奈川県川崎市中原区井田中ノ町2-1 Yokohama,35.56545360000001,139.6477467,4.6,445.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%BC%E4%B8%B8-%E5%85%83%E4%BD%8F%E5%90%89-bay-donmaru-motosumiyoshi/ZddbPrHMTyu1s1keuR0Hug
かつや 川崎戸手店 Katsuya KAWASAKI TODE,神奈川県川崎市幸区戸手2-6,35.5467646,139.6926431,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%81%A4%E3%82%84-%E5%B7%9D%E5%B4%8E%E6%88%B8%E6%89%8B%E5%BA%97-katsuya-kawasaki-tode/qjVjar80SH-70s_GxqrymA
情熱のすためしどんどん 新丸子 Sutameshidondon Shinmaruko,神奈川県川崎市中原区新丸子東1-772 藤川ﾋﾞﾙ1F Kanagawa,35.5803846,139.6621692,4.5,281.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%83%85%E7%86%B1%E3%81%AE%E3%81%99%E3%81%9F%E3%82%81%E3%81%97%E3%81%A8%E3%82%93%E3%81%A8%E3%82%93-%E6%96%B0%E4%B8%B8%E5%AD%90-sutameshidondon-shinmaruko/T7Fa_secRD6W66-9f1BweQ
なか卯 武蔵中原店 Nakau Musashi-Nakahara,神奈川県川崎市中原区上小田中6-17-7,35.5792345,139.6447905,4.5,365.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AA%E3%81%8B%E5%8D%AF-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-nakau-musashi-nakahara/XE8PaiYeTK6-M-Q9Ezeugg
天丼てんや 日吉 Tendon tenya Hiyoshi,神奈川県横浜市港北区日吉本町1-2-2 Kanagawa,35.55370410000001,139.6458369,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A9%E4%B8%BC%E3%81%A6%E3%82%93%E3%82%84-%E6%97%A5%E5%90%89-tendon-tenya-hiyoshi/L7TbiTrxQKWbFn6dr3njCQ
バーミヤン 北加瀬店 Bamiyan Kitakase,神奈川県川崎市幸区北加瀬３丁目１６－５,35.5564107,139.6592126,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E5%8C%97%E5%8A%A0%E7%80%AC%E5%BA%97-bamiyan-kitakase/6mWY5LNrRxuzwo8Qvsl_cw
松屋 平間店 Matsuya Hirama,神奈川県川崎市中原区北谷町8,35.561404,139.671359,4.7,45.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E5%B9%B3%E9%96%93%E5%BA%97-matsuya-hirama/ObenIKOGTAekwne6zj1KIw
すき家 港北箕輪町店 Sukiya Kouhoku Minowacho,横浜市港北区箕輪町2-5-5,35.5436128,139.6420771,4.4,102.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E6%B8%AF%E5%8C%97%E7%AE%95%E8%BC%AA%E7%94%BA%E5%BA%97-sukiya-kouhoku-minowacho/-q8yXBB-S7y-BW6Fk7MktQ
吉野家 武蔵小杉店 Yoshinoya MUSASHIKOSUGI,神奈川県川崎市中原区新丸子東2-924-8,35.576996,139.6609364,4.4,176.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-yoshinoya-musashikosugi/r0dtDg-YQ6yJSxaqezkbHg
ガスト 武蔵小杉駅前店 Gusto Musashi Kosugi,神奈川県川崎市中原区小杉町１丁目４０３番地 小杉ビルディング２Ｆ,35.576870286391845,139.65891587519448,4.4,177.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E9%A7%85%E5%89%8D%E5%BA%97-gusto-musashi-kosugi/68iITecGQP-GRmJEOhCTkA
松屋 元住吉店 Matsuya Motosumiyoshi,神奈川県川崎市中原区木月3-6-18 Kanagawa,35.5654836,139.6508807,4.5,238.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-matsuya-motosumiyoshi/CAXGS2spSgWV-liHcdZFgg
クレープショップサル 川崎新丸子店 Crepe Shop SARU KawasakiShinnmarukoTenn,川崎市中原区 新丸子町649,35.58147406694478,139.66222534868754,4.5,287.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%95%E3%82%B7%E3%83%A7%E3%83%83%E3%83%95%E3%82%B5%E3%83%AB-%E5%B7%9D%E5%B4%8E%E6%96%B0%E4%B8%B8%E5%AD%90%E5%BA%97-crepe-shop-saru-kawasakishinnmarukotenn/AiW3j8BhR9eDiZ3xW66ptg
吉野家 武蔵小杉南口店 Yoshinoya MUSASHIKOSUGI MINAMIGUCHI,神奈川県川崎市中原区小杉町3丁目441番26,35.574114806653,139.65861862475487,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%8D%97%E5%8F%A3%E5%BA%97-yoshinoya-musashikosugi-minamiguchi/j4_S_Oi7QkehwrExCdepQg
すき家 鹿島田駅前店 Sukiya Kashimada Ekimae,川崎市幸区鹿島田1丁目18-1153番地  KSビル1F,35.5510179,139.67570940000002,4.7,89.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E9%B9%BF%E5%B3%B6%E7%94%B0%E9%A7%85%E5%89%8D%E5%BA%97-sukiya-kashimada-ekimae/ca2s_hfaQRqos1SxyVnSUQ
すき家 川崎木月店 Sukiya Kawasaki Kizuki,川崎市中原区木月3-53-7,35.5625096,139.64897539999998,4.4,131.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E5%B7%9D%E5%B4%8E%E6%9C%A8%E6%9C%88%E5%BA%97-sukiya-kawasaki-kizuki/Y1B0FEvWTEOLxAczg9YqwQ
松屋 武蔵新城店 Matsuya Musashishinjo,神奈川県川崎市中原区上新城2-10-15 新城ﾛｲﾔﾙﾌﾟﾗｻﾞ1F,35.587492,139.630186,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-matsuya-musashishinjo/hX8Pj-iPQEGUe7vPVlRCGw
スシロー 新川崎スクエア店 Sushiro SHINKAWASAKI SQUARE,神奈川県川崎市幸区鹿島田1-1-3,35.550406,139.67288369999997,4.2,154.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%B7%E3%83%AD%E3%83%BC-%E6%96%B0%E5%B7%9D%E5%B4%8E%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E5%BA%97-sushiro-shinkawasaki-square/mWnEBAYbQ9OWa5OcA7wEag
フレッシュネスバーガー 元住吉店 Freshness Burger Motosumiyoshi,神奈川県川崎市中原区木月2-5-3,35.564718,139.654874,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%8D%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-freshness-burger-motosumiyoshi/ax05F8q0SayXGZ9mDlmeXA
インドダイニングアリア Indian Dining Aria,Nakahara-Ku Kizuki 4 Chome−22 Kawasaki-Shi Kanagawa-ken,35.558363,139.657382,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF%E3%82%A2%E3%83%AA%E3%82%A2-indian-dining-aria/j53TCiGnTcWwU2GcqGPIPw
